203.88904, 0, 78.41035
203.81737, 0, 79.571526
203.43413, 0, 78.80052
203.74403, 0, 79.542656
204.41699, 0, 79.43141

203.8189, 0, 77.88261
203.69373, 0, 80.10235
202.86877, 0, 78.64828
203.40913, 0, 80.02391
204.78276, 0, 79.77694

203.7714, 0, 77.41142
203.61588, 0, 80.59537
202.28888, 0, 78.55204
203.00356, 0, 80.434425
205.10202, 0, 80.0547

203.72975, 0, 76.990776
203.56104, 0, 81.07135
201.69061, 0, 78.506546
202.51988, 0, 80.78948
205.37694, 0, 80.28218

203.68004, 0, 76.61448
203.50351, 0, 81.54948
201.09064, 0, 78.50163
202.00056, 0, 81.090004
205.60805, 0, 80.471886

203.61353, 0, 76.27793
203.42348, 0, 82.0405
200.49104, 0, 78.52384
201.46434, 0, 81.35919
205.79561, 0, 80.63411

203.52483, 0, 75.97777
203.31024, 0, 82.54924
199.89217, 0, 78.56043
200.92213, 0, 81.616135
205.93988, 0, 80.77752

203.41086, 0, 75.71165
203.16014, 0, 83.07736
199.29361, 0, 78.60205
200.37976, 0, 81.87271
206.04123, 0, 80.90943

203.2701, 0, 75.47797
202.97366, 0, 83.62499
198.695, 0, 78.64298
199.84024, 0, 82.13522
206.10005, 0, 81.03599

203.10202, 0, 75.27567
202.75621, 0, 84.184204
198.09616, 0, 78.680115
199.30489, 0, 82.40613
206.1167, 0, 81.1619

202.90659, 0, 75.1039
202.51912, 0, 84.735374
197.497, 0, 78.711685
198.77368, 0, 82.6851
206.09125, 0, 81.29

202.68367, 0, 74.96145
202.26491, 0, 85.27886
196.89754, 0, 78.73719
198.24615, 0, 82.97094
206.02377, 0, 81.42235

202.43347, 0, 74.84727
201.99591, 0, 85.815186
196.29787, 0, 78.756935
197.72157, 0, 83.26217
205.91438, 0, 81.56045

202.15648, 0, 74.7604
201.7142, 0, 86.34494
195.69804, 0, 78.77172
197.19916, 0, 83.557274
205.76318, 0, 81.705345

201.8534, 0, 74.69995
201.42157, 0, 86.86874
195.09814, 0, 78.78263
196.67819, 0, 83.854935
205.57034, 0, 81.857765

201.52505, 0, 74.66511
201.11954, 0, 87.38718
194.4982, 0, 78.79085
196.15807, 0, 84.15405
205.33604, 0, 82.01818

201.17245, 0, 74.65509
200.80942, 0, 87.90082
193.89824, 0, 78.79757
195.63829, 0, 84.45378
